olay_id,tarih,mro_id,olay_turu,risk_seviyesi,kesinti_dak,maddi_kayip_TL,kvkk_ozel,shy145_72sa_uygunluk,mitre_tactic,mitre_technique,ek19_kontroller,etkilenen_hizmet_sayisi
CDSA-MRO-SDG-000767,2024-02-18,MRO-TR-540,usb_zararli_yazilim,3,600,287227,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000768,2024-08-02,MRO-TR-615,ot_sistem_sizmasi,4,1823,475288,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000769,2025-12-17,MRO-TR-909,konfigurasyon_hatasi,3,538,406876,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000770,2025-06-26,MRO-EU-644,hesap_ele_gecirme,4,521,219968,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,3
CDSA-MRO-SDG-000771,2025-11-01,MRO-TR-649,shadow_it,2,2046,260455,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000772,2024-02-19,MRO-TR-396,yetki_iptal_eksikligi,3,1594,297227,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000773,2025-09-13,MRO-EU-555,ot_sistem_sizmasi,4,983,356194,EVET,HAYIR,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000774,2024-09-07,MRO-TR-499,ot_sistem_sizmasi,4,1315,442420,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,4
CDSA-MRO-SDG-000775,2024-09-03,MRO-TR-317,usb_zararli_yazilim,3,233,123604,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000776,2025-10-26,MRO-TR-455,oltalama_saldirisi,3,436,392659,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000777,2024-09-14,MRO-TR-357,oltalama_saldirisi,2,1298,57794,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000778,2024-04-17,MRO-TR-901,konfigurasyon_hatasi,2,153,418679,HAYIR,HAYIR,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000779,2025-06-23,MRO-TR-322,yetki_iptal_eksikligi,3,68,217586,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000780,2025-08-04,MRO-TR-440,usb_zararli_yazilim,3,1611,469054,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000781,2025-11-19,MRO-EU-682,sosyal_muhendislik,2,1667,277283,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,3
CDSA-MRO-SDG-000782,2024-12-16,MRO-TR-999,portal_erisim_ihlali,4,840,278185,EVET,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,2
CDSA-MRO-SDG-000783,2025-03-29,MRO-EU-537,oltalama_saldirisi,2,460,82057,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000784,2024-02-20,MRO-TR-834,portal_erisim_ihlali,4,148,343232,EVET,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,3
CDSA-MRO-SDG-000785,2025-11-30,MRO-TR-586,yetki_iptal_eksikligi,4,1251,80391,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,2
CDSA-MRO-SDG-000786,2025-07-17,MRO-TR-126,egitim_sistem_manipulasyonu,3,935,410676,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,3
CDSA-MRO-SDG-000787,2024-11-07,MRO-TR-005,oltalama_saldirisi,2,1686,42509,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000788,2024-09-16,MRO-TR-767,ddos_saldirisi,3,508,120564,EVET,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,2
CDSA-MRO-SDG-000789,2024-12-07,MRO-TR-977,portal_erisim_ihlali,4,615,441121,EVET,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,3
CDSA-MRO-SDG-000790,2024-11-10,MRO-TR-070,is_emri_sahteciligi,4,601,382706,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,4
CDSA-MRO-SDG-000791,2025-07-15,MRO-TR-295,ot_sistem_sizmasi,4,1314,349240,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,4
CDSA-MRO-SDG-000792,2025-12-01,MRO-TR-260,ot_sistem_sizmasi,4,1686,24472,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,4
CDSA-MRO-SDG-000793,2024-12-10,MRO-EU-974,shadow_it,2,1018,25248,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000794,2025-05-07,MRO-TR-200,hesap_ele_gecirme,3,1980,68123,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,3
CDSA-MRO-SDG-000795,2025-06-02,MRO-TR-416,egitim_sistem_manipulasyonu,3,59,34224,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,4
CDSA-MRO-SDG-000796,2024-11-23,MRO-TR-437,usb_zararli_yazilim,3,74,294342,EVET,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000797,2024-12-09,MRO-TR-130,oltalama_saldirisi,4,350,295213,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000798,2025-08-01,MRO-EU-422,ot_sistem_sizmasi,4,69,296992,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,4
CDSA-MRO-SDG-000799,2025-06-13,MRO-TR-229,hesap_ele_gecirme,3,1487,400342,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,3
CDSA-MRO-SDG-000800,2025-10-25,MRO-TR-712,sosyal_muhendislik,3,300,464137,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,3
CDSA-MRO-SDG-000801,2024-05-21,MRO-TR-223,kalibrasyon_butunluk_ihlali,4,470,276003,EVET,HAYIR,TA0009,T1565,3.2.1|6.1.2|1.4.2,3
CDSA-MRO-SDG-000802,2024-10-06,MRO-TR-863,is_emri_sahteciligi,4,690,375904,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,4
CDSA-MRO-SDG-000803,2024-11-04,MRO-EU-886,usb_zararli_yazilim,4,964,172758,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000804,2024-12-21,MRO-TR-248,ot_sistem_sizmasi,4,956,104568,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000805,2025-02-13,MRO-TR-790,ot_sistem_sizmasi,3,558,271146,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000806,2024-09-12,MRO-EU-673,shadow_it,2,775,447162,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000807,2025-03-18,MRO-TR-870,tedarik_zinciri_kontaminasyonu,4,385,485691,EVET,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,2
CDSA-MRO-SDG-000808,2024-06-01,MRO-TR-390,oltalama_saldirisi,3,1017,402410,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000809,2024-01-13,MRO-TR-914,usb_zararli_yazilim,3,1400,154200,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000810,2024-09-26,MRO-TR-439,oltalama_saldirisi,3,1905,76597,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000811,2024-09-02,MRO-EU-763,ddos_saldirisi,3,969,184525,EVET,HAYIR,TA0040,T1498,12.2.1|14.1.1|5.1.1,3
CDSA-MRO-SDG-000812,2025-08-23,MRO-TR-504,yetki_iptal_eksikligi,3,403,328280,EVET,HAYIR,TA0001,T1078,1.1.4|7.2.1|1.4.2,3
CDSA-MRO-SDG-000813,2024-04-18,MRO-TR-040,yetki_iptal_eksikligi,3,1239,72477,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,2
CDSA-MRO-SDG-000814,2025-04-07,MRO-TR-335,tedarik_zinciri_kontaminasyonu,4,808,297873,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,3
CDSA-MRO-SDG-000815,2024-11-26,MRO-EU-832,hesap_ele_gecirme,4,1718,359729,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000816,2024-05-04,MRO-EU-107,hesap_ele_gecirme,4,514,107017,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000817,2025-07-29,MRO-TR-829,hesap_ele_gecirme,4,811,16767,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,4
CDSA-MRO-SDG-000818,2025-02-03,MRO-TR-230,kalibrasyon_butunluk_ihlali,4,1060,164934,EVET,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,3
CDSA-MRO-SDG-000819,2025-04-06,MRO-TR-476,hesap_ele_gecirme,4,2021,158504,EVET,HAYIR,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000820,2025-01-22,MRO-EU-106,konfigurasyon_hatasi,3,1252,430306,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000821,2025-03-28,MRO-TR-745,hesap_ele_gecirme,4,1475,408155,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000822,2024-01-02,MRO-TR-567,ot_sistem_sizmasi,4,1271,440594,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,4
CDSA-MRO-SDG-000823,2024-09-04,MRO-EU-711,usb_zararli_yazilim,2,468,159369,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000824,2025-11-09,MRO-TR-684,konfigurasyon_hatasi,4,697,354752,EVET,HAYIR,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000825,2025-03-10,MRO-TR-506,kalibrasyon_butunluk_ihlali,4,205,35344,EVET,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,2
CDSA-MRO-SDG-000826,2025-04-22,MRO-TR-707,yetki_iptal_eksikligi,3,1414,221570,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,2
CDSA-MRO-SDG-000827,2025-03-09,MRO-EU-582,konfigurasyon_hatasi,3,736,245321,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000828,2024-07-09,MRO-TR-790,ddos_saldirisi,3,1823,371063,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,2
CDSA-MRO-SDG-000829,2024-06-19,MRO-EU-604,konfigurasyon_hatasi,3,1024,96577,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,4
CDSA-MRO-SDG-000830,2024-08-20,MRO-EU-299,shadow_it,2,1916,87786,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000831,2024-02-01,MRO-TR-632,egitim_sistem_manipulasyonu,2,36,256254,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,4
CDSA-MRO-SDG-000832,2024-05-21,MRO-TR-215,usb_zararli_yazilim,4,557,464194,EVET,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000833,2024-05-17,MRO-TR-383,usb_zararli_yazilim,3,769,10637,EVET,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000834,2024-01-20,MRO-EU-587,fidye_yazilimi,4,870,349654,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,3
CDSA-MRO-SDG-000835,2024-07-18,MRO-TR-328,is_emri_sahteciligi,4,1766,67247,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000836,2024-07-04,MRO-EU-417,shadow_it,2,1412,390444,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000837,2025-09-05,MRO-TR-796,usb_zararli_yazilim,3,235,351465,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000838,2025-06-18,MRO-EU-904,ot_sistem_sizmasi,4,902,117408,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,4
CDSA-MRO-SDG-000839,2024-05-29,MRO-TR-463,shadow_it,2,1457,59094,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000840,2024-06-23,MRO-EU-074,usb_zararli_yazilim,3,242,490619,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000841,2024-08-11,MRO-TR-977,tedarik_zinciri_kontaminasyonu,4,0,219679,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,2
CDSA-MRO-SDG-000842,2024-02-14,MRO-TR-322,shadow_it,2,660,315961,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000843,2024-02-12,MRO-TR-374,tedarik_zinciri_kontaminasyonu,4,65,481384,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,2
CDSA-MRO-SDG-000844,2025-07-24,MRO-TR-533,tedarik_zinciri_kontaminasyonu,4,482,138674,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,2
CDSA-MRO-SDG-000845,2024-09-07,MRO-TR-614,ot_sistem_sizmasi,4,776,131949,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000846,2025-01-26,MRO-TR-799,usb_zararli_yazilim,2,149,247487,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000847,2025-07-27,MRO-TR-663,oltalama_saldirisi,3,1433,433034,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000848,2024-09-28,MRO-TR-525,usb_zararli_yazilim,3,1374,210924,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000849,2025-12-04,MRO-TR-689,kalibrasyon_butunluk_ihlali,4,1447,73480,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,4
CDSA-MRO-SDG-000850,2024-01-19,MRO-EU-593,yetki_iptal_eksikligi,4,1325,124954,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,3
CDSA-MRO-SDG-000851,2025-01-23,MRO-TR-374,tedarik_zinciri_kontaminasyonu,4,315,9929,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,4
CDSA-MRO-SDG-000852,2025-04-29,MRO-TR-096,sosyal_muhendislik,3,939,23038,EVET,HAYIR,TA0006,T1556,4.1.1|1.6.1|1.4.2,3
CDSA-MRO-SDG-000853,2024-09-01,MRO-EU-036,sosyal_muhendislik,3,1713,148838,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,3
CDSA-MRO-SDG-000854,2024-12-11,MRO-TR-611,shadow_it,2,376,325246,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000855,2024-12-31,MRO-TR-482,ot_sistem_sizmasi,3,236,324687,EVET,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000856,2025-07-06,MRO-TR-339,is_emri_sahteciligi,4,622,315254,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000857,2024-09-21,MRO-TR-807,fidye_yazilimi,4,668,445250,EVET,HAYIR,TA0040,T1486,9.1.1|14.1.1|5.2.1,2
CDSA-MRO-SDG-000858,2025-03-08,MRO-TR-828,fidye_yazilimi,4,1385,117582,HAYIR,HAYIR,TA0040,T1486,9.1.1|14.1.1|5.2.1,4
CDSA-MRO-SDG-000859,2025-05-18,MRO-TR-726,sosyal_muhendislik,3,857,125553,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,4
CDSA-MRO-SDG-000860,2024-06-18,MRO-TR-835,portal_erisim_ihlali,3,1144,27178,EVET,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,2
CDSA-MRO-SDG-000861,2025-04-16,MRO-TR-994,konfigurasyon_hatasi,3,1532,239108,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,4
CDSA-MRO-SDG-000862,2025-02-20,MRO-TR-175,oltalama_saldirisi,3,1133,122073,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000863,2025-04-03,MRO-TR-528,shadow_it,2,1501,11636,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000864,2025-11-18,MRO-EU-331,yetki_iptal_eksikligi,3,1562,18874,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,3
CDSA-MRO-SDG-000865,2024-08-18,MRO-TR-073,ot_sistem_sizmasi,3,1101,349079,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000866,2025-01-09,MRO-TR-757,is_emri_sahteciligi,4,1340,184328,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,2
CDSA-MRO-SDG-000867,2024-05-26,MRO-EU-145,portal_erisim_ihlali,4,1830,245722,EVET,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,3
CDSA-MRO-SDG-000868,2025-11-30,MRO-TR-926,ddos_saldirisi,4,1592,50070,EVET,HAYIR,TA0040,T1498,12.2.1|14.1.1|5.1.1,4
CDSA-MRO-SDG-000869,2024-01-09,MRO-TR-635,hesap_ele_gecirme,4,1769,81248,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000870,2024-07-27,MRO-TR-779,oltalama_saldirisi,3,528,237281,EVET,HAYIR,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000871,2025-02-12,MRO-TR-465,usb_zararli_yazilim,3,722,408156,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000872,2025-01-01,MRO-EU-884,ddos_saldirisi,3,1332,316688,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,3
CDSA-MRO-SDG-000873,2025-12-03,MRO-TR-903,portal_erisim_ihlali,4,1761,465632,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,2
CDSA-MRO-SDG-000874,2025-07-19,MRO-TR-439,yetki_iptal_eksikligi,3,1800,276089,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,3
CDSA-MRO-SDG-000875,2024-07-30,MRO-TR-589,shadow_it,2,1065,183408,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000876,2024-05-04,MRO-TR-348,usb_zararli_yazilim,3,1061,399709,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000877,2024-12-25,MRO-EU-979,yetki_iptal_eksikligi,3,1441,454445,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,2
CDSA-MRO-SDG-000878,2024-06-04,MRO-TR-877,usb_zararli_yazilim,3,462,40084,EVET,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000879,2024-01-20,MRO-TR-863,sosyal_muhendislik,3,1663,442677,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,3
CDSA-MRO-SDG-000880,2025-03-21,MRO-TR-055,yetki_iptal_eksikligi,3,735,381882,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,3
CDSA-MRO-SDG-000881,2024-05-08,MRO-TR-676,oltalama_saldirisi,2,1289,308681,EVET,HAYIR,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000882,2025-02-28,MRO-TR-177,ot_sistem_sizmasi,4,510,32916,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,4
CDSA-MRO-SDG-000883,2025-05-16,MRO-TR-564,egitim_sistem_manipulasyonu,3,1702,383804,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,2
CDSA-MRO-SDG-000884,2025-02-19,MRO-EU-770,is_emri_sahteciligi,4,1276,278487,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000885,2025-12-22,MRO-TR-483,egitim_sistem_manipulasyonu,3,1716,170490,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,3
CDSA-MRO-SDG-000886,2024-04-01,MRO-TR-473,tedarik_zinciri_kontaminasyonu,4,303,121718,EVET,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,2
CDSA-MRO-SDG-000887,2024-02-10,MRO-TR-133,egitim_sistem_manipulasyonu,3,467,234622,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,2
CDSA-MRO-SDG-000888,2025-12-14,MRO-TR-700,hesap_ele_gecirme,4,1670,104384,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,4
CDSA-MRO-SDG-000889,2025-06-10,MRO-TR-475,hesap_ele_gecirme,4,557,356115,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,4
CDSA-MRO-SDG-000890,2024-01-31,MRO-TR-988,konfigurasyon_hatasi,4,1546,319307,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000891,2024-03-23,MRO-TR-157,ddos_saldirisi,3,1563,168083,EVET,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,2
CDSA-MRO-SDG-000892,2025-02-14,MRO-TR-017,hesap_ele_gecirme,4,1384,83927,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,3
CDSA-MRO-SDG-000893,2025-04-23,MRO-TR-766,yetki_iptal_eksikligi,3,1351,384615,EVET,HAYIR,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000894,2024-06-06,MRO-TR-262,usb_zararli_yazilim,3,701,223395,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000895,2025-12-06,MRO-TR-045,sosyal_muhendislik,3,943,129608,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,2
CDSA-MRO-SDG-000896,2024-11-22,MRO-TR-517,konfigurasyon_hatasi,3,1088,364971,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000897,2024-08-02,MRO-TR-654,usb_zararli_yazilim,2,628,294815,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000898,2024-02-13,MRO-TR-877,shadow_it,2,636,453375,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000899,2024-04-04,MRO-TR-612,usb_zararli_yazilim,3,58,289094,EVET,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000900,2025-07-25,MRO-TR-535,portal_erisim_ihlali,4,1808,42544,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,2
CDSA-MRO-SDG-000901,2025-04-04,MRO-EU-949,shadow_it,2,25,464257,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000902,2024-12-31,MRO-TR-795,ot_sistem_sizmasi,4,1497,7967,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000903,2025-07-24,MRO-TR-609,hesap_ele_gecirme,4,550,138879,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,4
CDSA-MRO-SDG-000904,2025-10-14,MRO-TR-508,shadow_it,2,1693,212237,EVET,HAYIR,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000905,2025-02-14,MRO-TR-860,hesap_ele_gecirme,4,608,210817,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,4
CDSA-MRO-SDG-000906,2025-12-01,MRO-TR-348,shadow_it,2,396,62355,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000907,2024-08-21,MRO-TR-698,kalibrasyon_butunluk_ihlali,4,1668,123292,EVET,HAYIR,TA0009,T1565,3.2.1|6.1.2|1.4.2,2
CDSA-MRO-SDG-000908,2025-05-08,MRO-EU-485,portal_erisim_ihlali,4,1203,433385,EVET,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,3
CDSA-MRO-SDG-000909,2024-12-21,MRO-EU-192,usb_zararli_yazilim,3,470,179693,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000910,2024-01-08,MRO-TR-493,shadow_it,2,793,213019,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000911,2024-03-25,MRO-EU-956,portal_erisim_ihlali,4,1984,124229,HAYIR,HAYIR,TA0001,T1556,1.4.2|13.2.1|1.6.1,2
CDSA-MRO-SDG-000912,2025-09-22,MRO-TR-528,usb_zararli_yazilim,3,233,138856,EVET,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000913,2025-08-20,MRO-TR-412,hesap_ele_gecirme,4,467,208000,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,3
CDSA-MRO-SDG-000914,2025-04-05,MRO-TR-411,oltalama_saldirisi,3,397,357536,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000915,2024-10-06,MRO-TR-809,yetki_iptal_eksikligi,3,531,298887,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000916,2025-06-25,MRO-EU-436,tedarik_zinciri_kontaminasyonu,4,1402,261879,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,3
CDSA-MRO-SDG-000917,2024-11-12,MRO-TR-316,oltalama_saldirisi,3,575,180267,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000918,2025-02-26,MRO-TR-821,fidye_yazilimi,4,1306,24826,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,4
CDSA-MRO-SDG-000919,2025-03-18,MRO-EU-435,ot_sistem_sizmasi,3,1433,389498,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,4
